architecture,run,trial,val_acc,test_acc,train_seed,lr,lr_decay,weight_decay,selected_by_val,selected_by_test
MLP-Giant,1,83,75.13,74.89,723882912,0.0004478154024431742,0.2969405852176208,1.6365848478595228e-06,False,False
MLP-Giant,1,84,80.53,80.66,455795550,0.034483902538010786,0.21096857677737935,5.087491938209414e-06,False,False
MLP-Giant,1,85,81.22,81.43,995662203,0.0037382560953509933,0.39998862641628286,0.0003554005635013578,False,False
MLP-Giant,1,86,71.86,72.38,592400924,0.007869904394204923,0.17677486469951179,0.008009232924269504,False,False
MLP-Giant,1,87,73.83,73.66,1489373634,0.0034881213129875437,0.28577946917973185,0.006802061180314396,False,False
MLP-Giant,1,88,72.56,73.19,579972002,0.00032902900547072093,0.0,0.00030699176727438276,False,False
MLP-Giant,1,89,80.53,80.19,563001182,0.005384488022022998,0.1268979203480888,0.0019541849533336536,False,False
MLP-Giant,1,90,61.26,61.12,1337157701,0.034447772005599425,0.4399095566131086,0.00594649988619605,False,False
MLP-Giant,1,91,82.1,81.72,2014419287,0.0023812003491444707,0.0,5.028789779436051e-06,False,False
MLP-Giant,1,92,76.84,76.85,1174123344,0.0006474619373257211,0.15004896564805598,5.531835465265386e-06,False,False
MLP-Giant,1,93,80.15,80.47,1660894806,0.006510215865139978,0.15603276512904696,0.0016542802814047714,False,False
MLP-Giant,1,94,82.5,82.16,668195573,0.01785764572217779,0.11525323997402884,0.0003499777395108446,False,False
MLP-Giant,1,95,73.24,73.6,1829106307,0.00021475783515131355,0.0,0.002429067230593933,False,False
MLP-Giant,1,96,84.11,83.66,1780597213,0.050171139322985336,0.2977612847296743,5.4415974705849575e-05,False,False
MLP-Giant,1,97,78.75,78.97,1658532999,0.055305141850520746,0.15607269314592453,0.002275049949857866,False,False
MLP-Giant,1,98,81.72,81.68,854117351,0.01957433935086757,0.17343215495156755,5.0938070238853944e-05,False,False
