architecture,run,trial,val_acc,test_acc,train_seed,lr,lr_decay,weight_decay
MLP-Tiny,13,5,52.49307479224377,53.80359612724758,1619387751,0.0096784866786692,0.0,0.0009454480825852
MLP-Tiny,13,6,38.22714681440444,37.89764868603043,445975916,0.0001527184393794,3.913506227626132e-05,0.0006432134611139
MLP-Tiny,13,7,41.13573407202216,36.51452282157676,879553756,0.0013842635630155,0.0016703963667248,0.0002209194196576
MLP-Tiny,13,8,37.67313019390582,35.684647302904565,548976162,0.0001036287585521,0.0,0.0001224038620731
MLP-Tiny,13,9,53.46260387811634,53.80359612724758,1923847346,0.0155433474195393,0.0,0.0031156353062051
MLP-Tiny,14,0,50.20979020979021,53.49162011173184,942543424,0.0007500519366656,4.113447588899782e-05,1.6717890399241794e-05
MLP-Tiny,14,1,33.56643356643357,40.78212290502793,43380514,0.000170709242229,7.128657452693313e-05,2.5914520588720965e-05
MLP-Tiny,14,2,48.53146853146853,50.83798882681564,407372473,0.0645437727219652,0.0,1.324453003461116e-06
MLP-Tiny,14,3,52.02797202797203,53.212290502793294,2006976417,0.0025089685717445,0.0,0.0013086828303427
MLP-Tiny,14,4,19.16083916083916,24.022346368715084,332936466,0.0001517019226156,0.0034387374366841,0.0001259143883156
MLP-Tiny,14,5,45.73426573426573,49.86033519553072,837132837,0.0016854152767306,9.657977669095896e-05,0.0026888617900847
MLP-Tiny,14,6,49.93006993006993,52.23463687150838,1166746241,0.0010325081687143,0.0,1.4296094191362633e-05
MLP-Tiny,14,7,51.32867132867133,51.81564245810056,296435149,0.093673020427583,0.0002163637715042,2.098214419094278e-05
MLP-Tiny,14,8,53.28671328671329,55.02793296089386,973470636,0.0182237863847491,0.0001323181345546,0.0020230759424784
MLP-Tiny,14,9,38.74125874125874,41.62011173184357,2026698921,0.0007674378865564,0.0005784484211967,0.0012307419778637
MLP-Tiny,15,0,32.7027027027027,32.79352226720648,1861442946,0.0044450643937589,0.0077560224575846,0.0031964165964899
MLP-Tiny,15,1,52.43243243243244,52.49662618083671,1336077186,0.0500373031225248,0.0001187686201848,0.003736752064095
MLP-Tiny,15,2,43.78378378378378,44.93927125506073,1314919914,0.0003444049494092,0.0,0.000106867580736
MLP-Tiny,15,3,47.83783783783784,48.58299595141701,475531339,0.0531703174262585,1.1106366298095688e-05,1.0581224687385702e-06
